pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,st_teff,sy_dist
Kepler-179 c,Kepler-179,Transit,2014.0,6.40013,2.0,4.66,5302.0,605.68
Kepler-226 c,Kepler-226,Transit,2014.0,5.349555,2.27,45.2,5571.0,980.138
Kepler-113 b,Kepler-113,Transit,2014.0,4.754,1.82,11.7,4725.0,262.351
Kepler-48 d,Kepler-48,Transit,2014.0,42.8961,2.04,7.93,5194.0,306.738
Kepler-199 b,Kepler-199,Transit,2014.0,23.637604,3.11,9.85,5644.0,521.054
Kepler-237 c,Kepler-237,Transit,2014.0,8.103636,2.08,4.98,4861.0,657.822
HD 181234 b,HD 181234,Radial Velocity,2019.0,7593.40512,12.5,2980.91262925,5386.0,47.7458
Kepler-247 c,Kepler-247,Transit,2014.0,9.439452,4.09,15.7,5100.0,663.711
Kepler-161 b,Kepler-161,Transit,2014.0,4.921355,2.12,2.63,5078.0,434.632
Kepler-153 b,Kepler-153,Transit,2014.0,18.870227,2.92,8.85,5404.0,459.368
Kepler-106 b,Kepler-106,Transit,2014.0,6.16486,0.82,5.3,5858.0,444.322
Kepler-100 d,Kepler-100,Transit,2014.0,35.3331,1.61,3.0,5825.0,304.645
Kepler-274 b,Kepler-274,Transit,2014.0,11.634788,1.54,2.99,6023.0,1333.62
Kepler-312 b,Kepler-312,Transit,2014.0,1.772419,1.29,2.21,6115.0,797.72
Kepler-211 c,Kepler-211,Transit,2014.0,6.04045,1.29,18.3,5123.0,309.353
Kepler-212 c,Kepler-212,Transit,2014.0,31.805174,2.74,7.95,5852.0,687.194
Kepler-228 d,Kepler-228,Transit,2014.0,11.094286,4.04,15.4,6043.0,1644.61
HD 27894 d,HD 27894,Radial Velocity,2017.0,5019.54244,12.7,2063.65984665,4875.0,43.8214
Kepler-230 b,Kepler-230,Transit,2014.0,32.625555,4.26,16.8,5588.0,740.754
TOI-444 b,TOI-444,Transit,2023.0,17.9636,2.77,8.1,5225.0,57.3973
TOI-2202 b,TOI-2202,Transit,2021.0,11.9126075,10.95117414,287.31687993,5169.0,235.933
Wendelstein-2 b,Wendelstein-2,Transit,2020.0,1.7522239,12.9934728,232.33373,4591.0,565.541
Kepler-166 b,Kepler-166,Transit,2014.0,7.650254,2.27,5.77,5413.0,603.53
Kepler-181 c,Kepler-181,Transit,2014.0,4.302149,1.99,4.62,5333.0,609.283
Kepler-106 d,Kepler-106,Transit,2014.0,23.9802,0.95,8.1,5858.0,444.322
Kepler-131 c,Kepler-131,Transit,2014.0,25.5169,0.84,8.25,5685.0,228.678
Kepler-320 b,Kepler-320,Transit,2014.0,8.371554,1.14,1.55,6435.0,826.613
Kepler-169 e,Kepler-169,Transit,2014.0,13.767102,2.2,5.48,4997.0,406.529
Kepler-249 c,Kepler-249,Transit,2014.0,7.113702,1.51,2.89,3568.0,190.401
Kepler-174 b,Kepler-174,Transit,2014.0,13.98179,1.96,4.5,4880.0,384.757
Kepler-231 c,Kepler-231,Transit,2014.0,19.271566,1.93,24.1,3767.0,316.618
Kepler-197 c,Kepler-197,Transit,2014.0,10.349695,1.23,5.3,6004.0,330.575
Kepler-151 b,Kepler-151,Transit,2014.0,15.228958,3.06,9.59,5460.0,649.919
Kepler-241 b,Kepler-241,Transit,2014.0,12.718092,2.33,6.04,4699.0,512.0
Kepler-232 b,Kepler-232,Transit,2014.0,4.431222,3.08,9.69,5847.0,1349.13
Kepler-233 b,Kepler-233,Transit,2014.0,8.472382,2.43,6.48,5360.0,856.417
Kepler-143 b,Kepler-143,Transit,2014.0,16.007583,2.41,6.39,5848.0,809.467
Kepler-332 d,Kepler-332,Transit,2014.0,34.21154,1.18,1.76,4955.0,344.19
HIP 9618 b,HIP 9618,Transit,2023.0,20.772858,3.82838127,8.3,5649.0,67.5478
Kepler-10 b,Kepler-10,Transit,2011.0,0.8374907,1.47,3.24,5708.0,185.506
Kepler-453 b,Kepler-453,Transit,2015.0,240.503,6.204,16.0,5527.0,442.846
TOI-1420 b,TOI-1420,Transit,2023.0,6.9561063,11.89,25.1,5510.0,201.918
GJ 367 d,GJ 367,Radial Velocity,2023.0,34.369,2.33,6.03,3522.0,9.41263
HD 24040 c,HD 24040,Radial Velocity,2021.0,515.4,9.35,63.88350981,5776.49,46.6224
KIC 3558849 b,KIC 3558849,Transit,2015.0,1322.3,6.9,38.1,6175.0,1215.7
Kepler-440 b,Kepler-440,Transit,2015.0,101.11141,1.86,4.12,4134.0,301.03
WASP-154 b,WASP-154,Transit,2025.0,3.811678,10.76062147,198.96058278,4774.0,215.501
TOI-1221 b,TOI-1221,Transit,2023.0,91.68278,2.91,1112.3994245,5592.0,138.411
TOI-5205 b,TOI-5205,Transit,2023.0,1.630757,11.6,343.0,3430.0,86.4493
TOI-1266 d,TOI-1266,Transit Timing Variations,2025.0,32.509,1.74,3.68,3563.0,36.0118
TOI-1670 b,TOI-1670,Transit,2022.0,10.98462,2.06,41.31769291,6170.0,168.067
HATS-66 b,HATS-66,Transit,2018.0,3.1414391,15.815899,1694.0339,6626.0,1477.98
K2-13 b,K2-13,Transit,2015.0,39.91488,1.89,4.23,5698.0,342.394
KIC 8540376 b,KOI-7892,Transit,2015.0,31.8099,4.1,15.8,6474.0,1072.3
KIC 8540376 c,KOI-7892,Transit,2015.0,75.2,2.4,6.35,6474.0,1072.3
Kepler-436 b,Kepler-436,Transit,2015.0,64.00205,2.73,7.9,4651.0,588.867
Kepler-186 f,Kepler-186,Transit,2014.0,129.9441,1.17,1.71,3755.0,177.594
Kepler-441 b,Kepler-441,Transit,2015.0,207.2482,1.64,3.33,4340.0,268.003
TOI-1224 c,TOI-1224,Transit,2024.0,17.945466,2.884,8.67,3326.0,37.3312
K2-155 c,K2-155,Transit,2018.0,13.85,2.6,7.27,4258.0,72.7998
TOI-712 d,TOI-712,Transit,2022.0,84.8396,2.474,6.68,4622.0,58.6212
TOI-2088 b,TOI-2088,Transit,2024.0,124.72997,3.6831179,37.0,5081.0,126.46
WASP-1 b,WASP-1,Transit,2007.0,2.5199454,16.623,271.415,6110.0,393.072
KELT-3 b,KELT-3,Transit,2013.0,2.70339,17.48604,616.5902,6304.0,210.252
K2-19 d,K2-19,Transit,2016.0,2.50827,1.044,6.2,5350.0,289.827
GJ 357 c,GJ 357,Radial Velocity,2019.0,9.1247,1.66,3.4,3505.0,9.44181
Kepler-435 b,Kepler-435,Transit,2015.0,8.6001536,22.31,266.97,6161.0,1418.77
Qatar-5 b,Qatar-5,Transit,2017.0,2.8792319,12.408363,1373.0256,5747.0,367.658
TOI-5799 b,TOI-5799,Transit,2024.0,4.164507,1.733,3.65,3452.0,27.8123
WASP-132 d,WASP-132,Radial Velocity,2024.0,1816.6,12.8,1639.99458012,4686.0,122.91
HATS-56 b,HATS-56,Transit,2019.0,4.324799,18.920792,191.33366,6536.0,564.409
HD 97658 b,HD 97658,Radial Velocity,2010.0,9.4897116,2.12,8.3,5212.0,21.5618
HAT-P-12 b,HAT-P-12,Transit,2009.0,3.2130598,10.749,67.059,4650.0,142.751
HAT-P-18 b,HAT-P-18,Transit,2010.0,5.508023,11.153,62.61,4803.0,161.4
HAT-P-33 b,HAT-P-33,Transit,2011.0,3.47447,20.73665,292.4036,6446.0,396.11
HD 149026 b,HD 149026,Radial Velocity,2005.0,2.87589,8.29466,120.7754,6179.0,75.8643
TOI-6383 A b,TOI-6383 A,Transit,2024.0,1.79058695,11.29,331.0,3444.0,171.319
HD 100508 b,HD 100508,Radial Velocity,2026.0,5681.0,13.7,381.3940884,5419.0,32.7548
WASP-117 b,WASP-117,Transit,2014.0,10.02165,11.88154,95.349,6040.0,157.963
HATS-16 b,HATS-16,Transit,2016.0,2.686502,14.5717,1039.3041,5738.0,757.044
NGTS-21 b,NGTS-21,Transit,2022.0,1.5433897,14.90794433,750.07504052,4660.0,592.891
HD 21520 b,HD 21520,Transit,2024.0,25.1292,2.697,17.7,5871.0,79.208
TOI-3353.01,TOI-3353,Transit,2024.0,4.6657965,2.6667555,7.59,6365.0,78.7577
K2-14 b,K2-14,Transit,2015.0,8.36802,4.81,20.7,3789.0,364.048
K2-15 b,K2-15,Transit,2015.0,11.8104,2.48,6.71,5131.0,493.992
K2-17 b,K2-17,Transit,2015.0,17.96753,2.23,5.6,4320.0,125.106
KIC 10525077 b,KIC 10525077,Transit,2015.0,854.083,5.5,25.9,6091.0,1461.15
KIC 5437945 b,KIC 5437945,Transit,2015.0,440.7813,6.4,33.6,6340.0,1274.01
Kepler-442 b,Kepler-442,Transit,2015.0,112.3053,1.34,2.36,4402.0,365.965
HD 67087 b,HD 67087,Radial Velocity,2015.0,352.2,13.1,973.0,6330.0,76.5217
TOI-1411 b,TOI-1411,Transit,2022.0,1.4520527,1.19880592,2.0,4115.0,32.4778
K2-285 c,K2-285,Transit,2018.0,7.138048,3.53,15.68,4975.0,154.961
HATS-38 b,HATS-38,Transit,2020.0,4.375021,6.882326,23.51942,5732.0,343.525
HD 33844 c,HD 33844,Radial Velocity,2015.0,916.0,13.5,556.2025,4861.0,105.779
HD 32963 b,HD 32963,Radial Velocity,2015.0,2372.0,13.4,657.90480249,5727.0,38.0786
Kepler-437 b,Kepler-437,Transit,2015.0,66.65062,2.14,5.22,4551.0,304.0
Kepler-296 c,Kepler-296,Transit,2014.0,5.8416366,2.0,4.66,3740.0,167.0
TOI-4603 b,TOI-4603,Transit,2023.0,7.24599,11.67975789,4096.80816623,6264.0,225.643
K2-265 b,K2-265,Transit,2018.0,2.36902,1.70824866,7.3418362,5420.0,138.671
WASP-2 b,WASP-2,Transit,2007.0,2.152175,12.116929,295.89973,5180.0,153.242
HD 106315 c,HD 106315,Transit,2017.0,21.05704,4.35,15.2,6327.0,109.353
WASP-28 b,WASP-28,Transit,2014.0,3.40883495,13.66374747,282.54945382,6084.0,348.494
NGTS-33 b,NGTS-33,Transit,2024.0,2.827972,18.38272835,1153.71711741,7437.0,437.855
Kepler-856 b,Kepler-856,Transit,2016.0,8.027680595,9.3,63.3,5535.0,1351.17
HD 113538 b,HD 113538,Radial Velocity,2010.0,663.2,13.2,114.41,4462.0,16.2817
Kepler-79 e,Kepler-79,Transit,2014.0,81.0659,3.49,4.1,6174.0,1020.72
Kepler-79 c,Kepler-79,Transit,2012.0,27.4029,3.72,5.9,6174.0,1020.72
Kepler-296 d,Kepler-296,Transit,2014.0,19.850291,2.09,5.02,3740.0,167.0
BD+15 2375 b,BD+15 2375,Radial Velocity,2016.0,153.22,13.8,337.21763,4649.0,768.045
HD 5583 b,HD 5583,Radial Velocity,2016.0,139.35,12.8,1837.0574,4830.0,219.216
HD 113538 c,HD 113538,Radial Velocity,2010.0,1818.0,13.8,295.57,4462.0,16.2817
HD 30669 b,HD 30669,Radial Velocity,2014.0,1684.0,14.3,149.37,5400.0,58.0844
Kepler-79 b,Kepler-79,Transit,2012.0,13.4845,3.47,10.9,6174.0,1020.72
Kepler-296 e,Kepler-296,Transit,2014.0,34.14211,1.53,2.96,3740.0,167.0
Kepler-296 f,Kepler-296,Transit,2014.0,63.33627,1.8,3.89,3740.0,167.0
WASP-180 A b,WASP-180 A,Transit,2019.0,3.409264,13.89916,286.047,6600.0,253.985
GJ 3090 b,GJ 3090,Transit,2022.0,2.85310198,2.18,4.52,3707.0,22.4751
TOI-421 b,TOI-421,Transit,2020.0,5.197576,2.64,6.7,5291.0,74.7969
HD 12484 b,HD 12484,Radial Velocity,2016.0,58.83,13.2,947.1334,5920.0,48.3367
HIP 65407 b,HIP 65407,Radial Velocity,2016.0,28.125,14.3,136.03124,5460.0,61.7804
HD 108341 b,HD 108341,Radial Velocity,2014.0,1129.0,13.3,715.11391575,5122.0,48.9102
HD 103720 b,HD 103720,Radial Velocity,2014.0,4.5557,14.1,197.046,5017.0,45.5352
WASP-195 b,WASP-195,Transit,2025.0,5.051928,10.31226224,33.05415433,6300.0,484.852
TOI-1789 b,TOI-1789,Transit,2021.0,3.208664,16.14093221,222.4798849,5991.0,229.067
CoRoT-28 b,CoRoT-28,Transit,2015.0,5.20851,10.704595,153.82972,5150.0,766.183
WASP-98 b,WASP-98,Transit,2014.0,2.96264036,12.823096,293.03926,5473.0,281.742
Kepler-10 c,Kepler-10,Transit,2011.0,45.294301,2.355,11.29,5708.0,185.506
TOI-4087 b,TOI-4087,Transit,2023.0,3.1774835,13.04725353,232.01473711,6060.0,301.676
HD 62364 b,HD 62364,Radial Velocity,2022.0,5138.0,12.1,5965.63919939,6255.0,53.112
TOI-2019 b,TOI-2019,Transit,2024.0,15.3444,5.33275337,34.4,5626.0,198.007
TOI-1798.02,TOI-1798,Transit,2024.0,0.437811822,1.464,5.6,5165.0,113.181
TOI-4600 b,TOI-4600,Transit,2023.0,82.6869,6.8,959.84178914,5170.0,216.056
K2-140 b,K2-140,Transit,2017.0,6.569188,13.56286665,295.58041851,5585.0,347.917
Kepler-434 b,Kepler-434,Transit,2015.0,12.8747099,12.67,908.96,5977.0,1222.54
Kepler-433 b,Kepler-433,Transit,2015.0,5.33408384,16.25,896.24,6360.0,1878.31
HATS-43 b,HATS-43,Transit,2018.0,4.3888497,13.22662,82.95363,5099.0,362.273
K2-353 b,K2-353,Transit,2021.0,15.466805,5.55,26.3,5698.0,268.515
Kepler-685 b,Kepler-685,Transit,2016.0,1.6255222,10.58,78.8,5963.0,938.715
TOI-1806.01,TOI-1806,Transit,2024.0,15.1454693,3.4095367,11.5,3272.0,55.5211
HIP 41378 e,HIP 41378,Transit,2016.0,369.0,4.92,12.0,6320.0,106.289
HD 207897 b,HD 207897,Transit,2021.0,16.20166,2.34302132,14.8,5106.0,28.2938
HD 110067 b,HD 110067,Transit,2023.0,9.113678,2.2,5.69,5266.0,32.1585
TOI-3474 b,TOI-3474,Transit,2025.0,3.8795105,14.67255574,193.87532827,6020.0,420.123
TOI-1333 b,TOI-1333,Transit,2021.0,4.720219,15.647764,753.2571,6274.0,200.492
HIP 109384 b,HIP 109384,Radial Velocity,2016.0,499.48,13.5,495.8148,5180.0,58.9582
HD 220842 b,HD 220842,Radial Velocity,2016.0,218.47,13.1,1010.6994,5960.0,64.6498
Kepler-445 d,Kepler-445,Transit,2015.0,8.15275,1.25,2.1,3157.0,127.201
Kepler-445 c,Kepler-445,Transit,2015.0,4.871229,2.51,6.85,3157.0,127.201
Kepler-432 b,Kepler-432,Transit,2015.0,52.501129,12.834305,1719.4603,4995.0,848.023
TOI-5181 A b,TOI-5181 A,Transit,2025.0,3.8922295,13.34989601,330.54154328,6060.0,480.155
HD 20329 b,HD 20329,Transit,2022.0,0.926118,1.72,7.42,5596.0,63.6796
TOI-260 b,TOI-260,Transit,2024.0,13.475853,1.71,4.23,4026.0,20.1852
WASP-87 b,WASP-87,Transit,2016.0,1.682795,15.524465,692.8694,6450.0,298.392
OGLE2-TR-L9 b,OGLE2-TR-L9,Transit,2008.0,2.4855335,18.046,1430.175,6933.0,1627.63
NN Ser c,NN Ser,Eclipse Timing Variations,2010.0,6987.0,12.6,2329.6,57000.0,515.818
NN Ser d,NN Ser,Eclipse Timing Variations,2010.0,2880.0,13.3,724.622,57000.0,515.818
Kepler-1624 b,Kepler-1624,Transit,2016.0,3.290314,6.59,35.3,3768.0,258.979
HAT-P-68 b,HAT-P-68,Transit,2020.0,2.29840551,12.016048,230.10892,4508.0,202.152
TOI-2141 d,TOI-2141,Radial Velocity,2025.0,60.45,3.97,14.9,5635.0,77.682
TOI-2497 b,TOI-2497,Transit,2023.0,10.655669,11.14172682,1531.93292174,7360.0,285.289
HD 158259 c,HD 158259,Radial Velocity,2020.0,3.432,2.23,5.6,5801.89,27.0498
TOI-5795 b,TOI-5795,Transit,2025.0,6.1406325,5.62,23.66,5715.0,156.53
HR 858 b,HR 858,Transit,2019.0,3.585287,2.004,3.55,6354.0,31.964
Kepler-445 b,Kepler-445,Transit,2015.0,2.984151,1.58,3.12,3157.0,127.201
Kepler-446 d,Kepler-446,Transit,2015.0,5.148921,1.35,2.39,3359.0,96.339
8 UMi b,8 UMi,Radial Velocity,2015.0,93.31,13.5,524.41687155,4847.0,162.552
TOI-1798.01,TOI-1798,Transit,2024.0,8.021522331,2.448,6.5,5165.0,113.181
K2-133 c,K2-133,Transit,2017.0,4.86784,1.603,3.2,3655.0,75.1703
HIP 41378 f,HIP 41378,Transit,2016.0,542.07975,9.2,12.0,6320.0,106.289
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,Microlensing,2008.0,1788.5,14.0,231.0,,1510.0
HAT-P-16 b,HAT-P-16,Transit,2010.0,2.77596727,14.68376472,1341.56043,6140.0,226.637
HAT-P-13 b,HAT-P-13,Transit,2009.0,2.91625,14.258,270.462,5653.0,246.81
GJ 480 b,GJ 480,Radial Velocity,2020.0,9.5536,2.91,8.8,3509.0,14.2358
WASP-32 b,WASP-32,Transit,2010.0,2.71866,10.76064,835.8929,6140.0,275.994
TOI-4201 b,TOI-4201,Transit,2023.0,3.5819194,13.67495645,788.21444936,3794.0,189.011
HD 118203 c,HD 118203,Radial Velocity,2024.0,5103.0,12.4,3747.19691853,5742.0,92.2589
TOI-1386 c,TOI-1386,Radial Velocity,2024.0,232.0,10.3,75.2,5735.0,146.858
NGTS-24 b,NGTS-24,Transit,2022.0,3.4678796,13.60770257,165.27077164,5820.0,683.062
WASP-66 b,WASP-66,Transit,2012.0,4.08605,15.6926,746.9005,6600.0,500.258
Qatar-8 b,Qatar-8,Transit,2019.0,3.71495,14.403565,117.91493,5738.0,281.498
TOI-1136 e,TOI-1136,Transit,2022.0,18.801,2.639,6.07,5770.0,84.5362
KELT-18 b,KELT-18,Transit,2017.0,2.8717518,17.59813,375.0394,6670.0,321.376
TOI-431 d,TOI-431,Transit,2021.0,12.46103,3.29,9.9,4850.0,32.5686
HAT-P-22 b,HAT-P-22,Transit,2010.0,3.21222,12.89035,785.0401,5302.0,81.7647
K2-287 b,K2-287,Transit,2018.0,14.893291,9.494023,100.11645,5695.0,158.335
GJ 341 b,GJ 341,Transit,2025.0,7.57686,0.88,4.0,3770.0,10.454
K2-138 b,K2-138,Transit,2017.0,2.35309,1.51,3.1,5356.3,202.585
K2-178 b,K2-178,Transit,2018.0,8.747818,3.55790985,12.4,5525.0,214.753
Kepler-449 c,Kepler-449,Transit,2015.0,33.6727,2.764,8.07,5649.18,241.949
CoRoT-1 b,CoRoT-1,Transit,2008.0,1.5089557,16.7,327.35,5950.0,787.909
GJ 436 b,GJ 436,Radial Velocity,2004.0,2.64388312,4.17,22.1,3586.11,9.75321
HIP 94235 b,HIP 94235,Transit,2022.0,7.713057,3.0,379.0,5991.0,58.5146
TOI-6628 b,TOI-6628,Transit,2025.0,18.18424,10.98480109,235.19302118,5463.0,320.527
TOI-1736 b,TOI-1736,Transit,2023.0,7.073076,3.18175535,12.3,5636.0,88.9482
TOI-5174 b,TOI-5174,Transit,2022.0,12.214286,5.351,24.8,5643.77,197.243
Kepler-318 c,Kepler-318,Transit,2014.0,11.815007,3.68,13.1,5746.0,489.141
K2-330 b,K2-330,Transit,2021.0,13.774798,2.77,8.1,6232.0,160.125
TOI-3235 b,TOI-3235,Transit,2023.0,2.59261842,11.39953337,211.35589065,3388.8,72.811
Kepler-431 d,Kepler-431,Transit,2015.0,11.922,1.11,1.41,6004.0,486.546
Kepler-431 c,Kepler-431,Transit,2015.0,8.703,0.668,0.229,6004.0,486.546
HATS-57 b,HATS-57,Transit,2019.0,2.350621,12.767051,1000.21101,5587.0,279.485
WASP-34 b,WASP-34,Transit,2010.0,4.31768,11.209,177.9848,5700.0,132.096
WASP-3 b,WASP-3,Transit,2007.0,1.84683,15.91678,772.3269,6400.0,231.161
Kepler-449 b,Kepler-449,Transit,2015.0,12.58242,2.056,4.88,5649.18,241.949
HD 1461 b,HD 1461,Radial Velocity,2010.0,5.77152,2.42,6.44,5765.0,23.4534
HD 1461 c,HD 1461,Radial Velocity,2015.0,13.5052,2.23,5.59,5765.0,23.4534
GJ 3341 b,GJ 3341,Radial Velocity,2015.0,14.207,2.46,6.6,3526.0,23.619
Kepler-430 c,Kepler-430,Transit,2015.0,110.979,1.75,3.71,5884.0,917.477
Kepler-444 b,Kepler-444,Transit,2015.0,3.6001053,0.403,0.0374,5046.0,36.4396
Kepler-444 c,Kepler-444,Transit,2015.0,4.5458841,0.497,0.0793,5046.0,36.4396
TOI-4010 d,TOI-4010,Transit,2023.0,14.70886,6.18,38.15,4960.0,177.504
K2-275 c,K2-275,Transit,2018.0,8.4388385,2.21,5.52,4841.0,123.438
WASP-193 b,WASP-193,Transit,2023.0,6.2463475,14.78464554,35.59678158,6080.0,362.087
HD 135694 b,HD 135694,Transit,2023.0,15.923475568,2.857,6.1,5712.0,73.8713
HD 87883 b,HD 87883,Radial Velocity,2009.0,3006.0,12.7,2005.49724817,4980.0,18.2912
TOI-815 c,TOI-815,Transit,2024.0,34.976145,2.62,23.5,4869.0,59.7117
Kepler-25 d,Kepler-25,Radial Velocity,2014.0,122.4,10.0,71.9,6354.0,243.249
TOI-3331 A b,TOI-3331 A,Transit,2022.0,2.0180231,12.97999965,721.47048389,5609.0,217.193
TOI-1438 b,TOI-1438,Transit,2025.0,5.13967,3.04,9.4,5230.0,110.513
K2-132 b,K2-132,Transit,2017.0,9.1751,14.5717,155.7367,4840.0,609.818
TOI-1470 b,TOI-1470,Transit,2023.0,2.527093,2.18,7.32,3709.0,51.9503
HD 40307 f,HD 40307,Radial Velocity,2013.0,51.76,2.13,5.2,4956.0,12.9363
Kepler-444 e,Kepler-444,Transit,2015.0,7.743493,0.546,0.1,5046.0,36.4396
Kepler-444 d,Kepler-444,Transit,2015.0,6.189392,0.53,0.2,5046.0,36.4396
Kepler-444 f,Kepler-444,Transit,2015.0,9.740486,0.741,0.332,5046.0,36.4396
HIP 107773 b,HIP 107773,Radial Velocity,2015.0,144.3,13.4,629.3034,4945.0,105.18
TOI-1794 b,TOI-1794,Transit,2024.0,8.765528,3.29701268,8.7,5631.0,155.791
K2-174 b,K2-174,Transit,2018.0,19.562307,2.6,7.27,4455.0,99.9293
TOI-615 b,TOI-615,Transit,2023.0,4.6615983,18.97680433,138.25535705,6850.0,360.408
HIP 41378 b,HIP 41378,Transit,2016.0,15.57208,2.595,6.89,6320.0,106.289
K2-133 d,K2-133,Transit,2017.0,11.02454,2.003,4.67,3655.0,75.1703
K2-165 b,K2-165,Transit,2018.0,2.354992,1.27443657,2.17,5185.0,134.591
TOI-1694 c,TOI-1694,Radial Velocity,2023.0,393.1,13.8,297.0,5058.0,124.68
TOI-2443 b,TOI-2443,Transit,2023.0,15.66858,2.363,4.8,4375.0,23.9258
K2-87 b,K2-87,Transit,2016.0,9.726618,7.6,44.9,5747.0,491.242
TOI-3261 b,TOI-3261,Transit,2024.0,0.8831331,3.82,30.3,5068.0,300.141
HD 145675 c,14 Her,Radial Velocity,2021.0,15732.45889,12.6,2510.8444153,5338.0,17.9323
WASP-60 b,WASP-60,Transit,2012.0,4.305,9.86392,174.8065,5900.0,431.052
Kepler-37 d,Kepler-37,Transit,2013.0,39.7922622,2.03,2.0,5357.0,63.9207
TOI-776 b,TOI-776,Transit,2020.0,8.24662,1.798,5.0,3725.0,27.1701
TOI-512 b,TOI-512,Transit,2025.0,7.18886,1.54,3.57,5277.0,67.3975
TOI-833 b,TOI-833,Transit,2022.0,1.0418777,1.27,2.15,3920.0,41.7148
KELT-24 b,KELT-24,Transit,2019.0,5.55149296,12.71098411,1458.83238813,6426.0,96.5173
TOI-858 B b,TOI-858 B,Transit,2023.0,3.2797178,14.06727078,349.6112477,5842.0,250.489
WASP-13 b,WASP-13,Transit,2009.0,4.35301,13.67498,114.4188,5950.0,227.537
WASP-10 b,WASP-10,Transit,2008.0,3.0927616,12.106,1001.12,4675.0,140.998
HAT-P-32 b,HAT-P-32,Transit,2011.0,2.1500082,22.19382,216.1244,6001.0,289.205
Kepler-1704 b,Kepler-1704,Transit,2013.0,988.88112,11.94877343,1322.16617312,5746.0,835.455
Kepler-1693 b,Kepler-1693,Transit,2020.0,12.0999,1.28938413,2.21,5432.34,760.065
HD 199509 b,HD 199509,Radial Velocity,2022.0,99.62167,7.43,43.22466335,5796.02,24.3056
Kepler-104 b,Kepler-104,Transit,2014.0,11.427548,3.1,19.6,5711.0,400.785
Kepler-945 b,Kepler-945,Transit,2016.0,31.0033814,2.63,7.41,5718.0,1651.25
TOI-2416 b,TOI-2416,Transit,2023.0,8.275479,9.86390302,953.485221,5808.0,557.733
HD 110113 c,HD 110113,Radial Velocity,2021.0,6.744,2.11384817,10.5,5732.0,106.307
TOI-2295 c,TOI-2295,Radial Velocity,2024.0,966.5,12.8,1783.01736327,5730.0,126.279
TOI-1450 A c,TOI-1450 A,Transit,2024.0,5.0688,1.13,1.527,3437.0,22.4467
Kepler-20 e,Kepler-20,Transit,2011.0,6.0984882,0.821,0.76,5495.0,282.563
TOI-1136 f,TOI-1136,Transit,2022.0,26.321,3.73591482,9.7,5770.0,84.5362
HATS-32 b,HATS-32,Transit,2016.0,2.8126548,14.000041,292.4036,5700.0,745.116
HAT-P-46 b,HAT-P-46,Transit,2014.0,4.463129,14.392,156.684,6120.0,290.736
TOI-1244 b,TOI-1244,Transit,2024.0,6.400316483,2.467,6.6,4599.0,102.551
Kepler-1130 b,Kepler-1130,Transit,2016.0,5.45298175,0.8,0.437,5403.0,249.343
HIP 56640 b,HIP 56640,Radial Velocity,2021.0,2675.57603,12.7,2151.69831539,4769.0,122.324
Kepler-1878 b,Kepler-1878,Transit,2021.0,4.445879936,2.92019781,8.86,5918.0,1494.3
HD 21411 b,HD 21411,Radial Velocity,2019.0,84.288,9.52,65.9,5605.0,29.1328
Kepler-239 c,Kepler-239,Transit,2014.0,56.228098,2.51,6.85,4914.0,648.109
WASP-197 b,WASP-197,Transit,2025.0,5.167228,14.44837612,403.32424848,6050.0,483.675
WASP-132 c,WASP-132,Transit,2022.0,1.01153624,1.841,6.26,4686.0,122.91
WASP-192 b,WASP-192,Transit,2019.0,2.8786765,13.78707,731.009,5910.0,508.885
K2-394 b,K2-394,Transit,2022.0,5.095717,1.692,3.51,4938.0,98.0152
HAT-P-5 b,HAT-P-5,Transit,2007.0,2.78849,13.56289,311.4734,5960.0,303.336
HAT-P-8 b,HAT-P-8,Transit,2008.0,3.07634,15.6926,406.8224,6200.0,211.553
TOI-5800 b,TOI-5800,Transit,2025.0,2.6278838,2.46,9.5,4850.0,42.9052
Kepler-1849 b,Kepler-1849,Transit,2021.0,57.29290009,2.38685349,6.29,4806.0,631.884
DMPP-1 e,DMPP-1,Radial Velocity,2019.0,5.516,1.86,4.13,6196.0,62.5388
HD 28471 b,HD 28471,Radial Velocity,2025.0,3.1649,1.75,3.72,5766.0,43.6455
DMPP-6 b,DMPP-6,Radial Velocity,2026.0,7.6027,2.28,5.8,6182.09,54.6303
Kepler-315 c,Kepler-315,Transit,2014.0,265.469335,4.15,16.1,5796.0,1160.63
Qatar-10 b,Qatar-10,Transit,2019.0,1.645321,17.295487,233.92288,6124.0,559.068
Gliese 12 b,Gliese 12,Transit,2024.0,12.761418,0.93,0.95,3328.0,12.21
HD 209458 b,HD 209458,Radial Velocity,1999.0,3.52474859,15.58051,232.0159,6091.0,48.3016
Qatar-2 b,Qatar-2,Transit,2011.0,1.33711647,14.056,792.635,4645.0,181.374
TOI-2015 c,TOI-2015,Transit Timing Variations,2025.0,5.582796,2.93,8.91,3297.0,47.3444
Kepler-417 c,Kepler-417,Transit Timing Variations,2014.0,15.943,2.69,7.7,5177.0,973.989
Kepler-1213 b,Kepler-1213,Transit,2016.0,5.34982412,1.19,1.81,6050.0,807.812
Kepler-1020 b,Kepler-1020,Transit,2016.0,96.9151496,2.28,5.82,5227.0,415.358
